"H4"||"H"||4||64|||89||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||14|28|42||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"22142364"|"65377994"
"H2"||"H"||2||10|||79|||||0|0|0|25|43|60|70|80|90|65|75|85|40|50|60|20|30|34||66.9|||4.7|||13.6|||16.7|||20.1|||11.8|||23.1||||||||5|10|15||||0|0.25|0.5||||1.55|1.63|1.7|||||1.77|||14|78|141|0.06|0.08|0.09|||||9.3|||4|||20||0|1.5|2.9|12|16|20|0|2|4|0|0|0|".10"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|1.2|3.1|4.9|0.9|2.3|3.7|1.2|3.1|5.7|5.6|6.5|7.3|||||||||||||||||||||||||||||||||"22142370"|"65378011"
"H1"||"H"||1||0|||10|||||0|0|0|15|28|40|95|95|100|90|95|100|55|65|70|30|35|40||66.9|||4.7|||13.6|||16.7|||20.1|||11.8|||23.1||||||||5|10|15||||1|2|3||||1.4|1.53|1.65|||||1.62|||14|78|141|0.1|0.13|0.15|||||15|||7.4|||31||0|1.5|2.9|12|16|20|0|2|4|0|0|0|".10"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|3.5|7|10.5|2.6|5.2|7.9|1.2|3.1|5.7|5.6|6.5|7.3|||||||||||||||||||||||||||||||||"22142370"|"65378010"
"H3"||"H"||3||79|||165|||||0|0|0|35|53|70|80|90|95|75|85|90|38|60|68|22|25|27||83.5|||1.1|||12.1|||26.3|||31.8|||12.2|||9||||||||5|7.5|10||||0|0.25|0.5||||1.55|1.63|1.7|||||1.78|||42|92|141|0.04|0.06|0.07||10.8|||8|||3.1|||19||0|1.5|2.9|12|14|16|0|1|2|0|0|0|".02"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|1.2|2.4|3.6|0.9|1.8|2.7|1.2|3.1|5.7|5.6|6.5|7.3|||||||||||||||||||||||||||||||||"22142370"|"65378012"
"Bt1"||"B"||1|16|20|28|76|89|107||69||0|0|0|0|0|0|50|91|100|48|90|100|41|87|100|35|79|100|2|15|30|0.2|1.5|1.5|0.2|1.6|3.2|0.3|1.9|3.8|0.6|4.7|9.4|0.7|5.3|10.6|10|35|62|||||||35|50|60|0|0|0|0|0.25|0.5||||1.2|1.35|1.5||||1.38|1.53|1.65||4|9|14|0.06|0.12|0.15||||18.5|37.8|41.7|12|25.5|32.5|26|44|52|3|4.5|5.9|39|57|75|16|26|36|2|29|51|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0||||6.9|10.5|14.9|1|2.4|4.4|4.5|5.4|6||||||||||8.6|14.6|21.2|||||||||||||||||||"Moderate"|"Moist"|"22142382"|"65378047"
"Bt2"||"B"||2|76|89|107|165|183|220||94||0|0|0|0|0|0|49|82|100|47|81|100|40|79|100|35|73|100|2|12|30|0.2|1.2|1.2|0.2|1.3|3.3|0.3|1.5|3.8|0.6|3.8|9.5|0.7|4.2|10.4|3|32|58|||||||40|56|70|0|0|0|0|0.25|0.5||||1.2|1.3|1.4||||1.42|1.52|1.71||4|9|14|0.06|0.14|0.14||||19.4|37.8|44.4|13.5|26.6|37.3|29|43|52|3|4.5|5.9|43|60|79|18|27|38|3|29|60|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0||||8|11.8|17.5|1|2.4|4.4|4.5|5.4|6||||||||||10.2|16.5|24.6|||||||||||||||||||"Moderate"|"Moist"|"22142382"|"65378048"
"Ap"||"A"|||0|0|0|16|20|28||20||0|0|0|0|0|0|75|91|100|74|90|100|63|84|100|51|71|88|5|25|35|0.5|2.3|3.2|0.6|3|4.2|1.1|5.6|7.8|1.5|7.7|10.8|1.3|6.4|9|38|52|74|||||||13|23|27|0|0|0|0.5|1.5|2.5||||1.25|1.38|1.5||||1.32|1.45|1.57||14|28|42|0.17|0.22|0.22||||20|27.8|31.7|6.6|13.8|18|34|42|49|0|1.5|2.9|19|25|31|5|8|11|1|9|16|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|4.7|8.4|9.9||||1|2.4|4.4|4.5|6|6||||||||||3.1|6.4|11.1|||||||||||||||||||"Moderate"|"Moist"|"22142382"|"65378046"
"Bt2"||"B"||2|76|89|107|165|183|220||94||0|0|0|0|0|0|49|82|100|47|81|100|40|79|100|35|73|100|2|12|30|0.2|1.2|1.2|0.2|1.3|3.3|0.3|1.5|3.8|0.6|3.8|9.5|0.7|4.2|10.4|3|32|58|||||||40|56|70|0|0|0|0|0.25|0.5||||1.2|1.3|1.4||||1.42|1.52|1.71||4|9|14|0.06|0.14|0.14||||19.4|37.8|44.4|13.5|26.6|37.3|29|43|52|3|4.5|5.9|43|60|79|18|27|38|3|29|60|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0||||8|11.8|17.5|1|2.4|4.4|4.5|5.4|6||||||||||10.2|16.5|24.6|||||||||||||||||||"Moderate"|"Moist"|"22142383"|"65378051"
"Bt1"||"B"||1|16|20|28|76|89|107||69||0|0|0|0|0|0|50|91|100|48|90|100|41|87|100|35|79|100|2|15|30|0.2|1.5|1.5|0.2|1.6|3.2|0.3|1.9|3.8|0.6|4.7|9.4|0.7|5.3|10.6|10|35|62|||||||35|50|60|0|0|0|0|0.25|0.5||||1.2|1.35|1.5||||1.38|1.53|1.65||4|9|14|0.06|0.12|0.15||||18.5|37.8|41.7|12|25.5|32.5|26|44|52|3|4.5|5.9|39|57|75|16|26|36|2|29|51|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0||||6.9|10.5|14.9|1|2.4|4.4|4.5|5.4|6||||||||||8.6|14.6|21.2|||||||||||||||||||"Moderate"|"Moist"|"22142383"|"65378050"
"Ap"||"A"|||0|0|0|16|20|28||20||0|0|0|0|0|0|75|91|100|74|90|100|63|84|100|51|71|88|5|25|35|0.5|2.3|3.2|0.6|3|4.2|1.1|5.6|7.8|1.5|7.7|10.8|1.3|6.4|9|38|52|74|||||||13|23|27|0|0|0|0.5|1.5|2.5||||1.25|1.38|1.5||||1.32|1.45|1.57||14|28|42|0.17|0.22|0.22||||20|27.8|31.7|6.6|13.8|18|34|42|49|0|1.5|2.9|19|25|31|5|8|11|1|9|16|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|4.7|8.4|9.9||||1|2.4|4.4|4.5|6|6||||||||||3.1|6.4|11.1|||||||||||||||||||"Moderate"|"Moist"|"22142383"|"65378049"
"Bt2"||"B"||2|76|89|107|165|183|220||94||0|0|0|0|0|0|49|82|100|47|81|100|40|79|100|35|73|100|2|12|30|0.2|1.2|1.2|0.2|1.3|3.3|0.3|1.5|3.8|0.6|3.8|9.5|0.7|4.2|10.4|3|32|58|||||||40|56|70|0|0|0|0|0.25|0.5||||1.2|1.3|1.4||||1.42|1.52|1.71||4|9|14|0.06|0.14|0.14||||19.4|37.8|44.4|13.5|26.6|37.3|29|43|52|3|4.5|5.9|43|60|79|18|27|38|3|29|60|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0||||8|11.8|17.5|1|2.4|4.4|4.5|5.4|6||||||||||10.2|16.5|24.6|||||||||||||||||||"Moderate"|"Moist"|"22142384"|"65378052"
"Bt1"||"B"||1|16|20|28|76|89|107||69||0|0|0|0|0|0|50|91|100|48|90|100|41|87|100|35|79|100|2|15|30|0.2|1.5|1.5|0.2|1.6|3.2|0.3|1.9|3.8|0.6|4.7|9.4|0.7|5.3|10.6|10|35|62|||||||35|50|60|0|0|0|0|0.25|0.5||||1.2|1.35|1.5||||1.38|1.53|1.65||4|9|14|0.06|0.12|0.15||||18.5|37.8|41.7|12|25.5|32.5|26|44|52|3|4.5|5.9|39|57|75|16|26|36|2|29|51|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0||||6.9|10.5|14.9|1|2.4|4.4|4.5|5.4|6||||||||||8.6|14.6|21.2|||||||||||||||||||"Moderate"|"Moist"|"22142384"|"65378054"
"Ap"||"A"|||0|0|0|16|20|28||20||0|0|0|0|0|0|75|91|100|74|90|100|63|84|100|51|71|88|5|25|35|0.5|2.3|3.2|0.6|3|4.2|1.1|5.6|7.8|1.5|7.7|10.8|1.3|6.4|9|38|52|74|||||||13|23|27|0|0|0|0.5|1.5|2.5||||1.25|1.38|1.5||||1.32|1.45|1.57||14|28|42|0.17|0.22|0.22||||20|27.8|31.7|6.6|13.8|18|34|42|49|0|1.5|2.9|19|25|31|5|8|11|1|9|16|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|4.7|8.4|9.9||||1|2.4|4.4|4.5|6|6||||||||||3.1|6.4|11.1|||||||||||||||||||"Moderate"|"Moist"|"22142384"|"65378053"
"H1"||"H"||1||0|||30|||||0|0|0|0|8|15|45|55|80|40|50|75|36|50|70|28|45|55||26.5|||2.1|||3|||4.3|||8.3|||8.8|||53.5||||||||13|20|27||||1|1.5|2||||1.35|1.43|1.5|||||1.61|||14|28|42|0.08|0.1|0.12|||||17.5|||8.2|||26||0|1.5|2.9|24|30|36|6|11|16|0|1|6|".15"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|6.8|10.4|13.9|5.1|7.8|10.5|1|2.4|4.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"22142386"|"65378057"
"H2"||"H"||2||30|||183|||||0|0|0|0|3|5|90|95|100|85|90|100|80|90|100|70|85|95||17.1|||1.5|||2.1|||2.9|||5.3|||5.3|||27.9||||||||35|55|75||||0|0.25|0.5||||1.2|1.35|1.5|||||1.63|||4|9|14|0.12|0.15|0.18|||||38.1|||27.5|||43||3|4.5|5.9|44|62|80|22|36|50|14|33|56|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|12.2|19.8|27.4|9.2|14.9|20.5|1|2.4|4.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"22142386"|"65378058"
"H2"||"H"||2||30|||183|||||0|0|0|0|3|5|90|95|100|85|90|100|80|90|100|70|85|95||17.1|||1.5|||2.1|||2.9|||5.3|||5.3|||27.9||||||||35|55|75||||0|0.25|0.5||||1.2|1.35|1.5|||||1.63|||4|9|14|0.12|0.15|0.18|||||38.1|||27.5|||43||3|4.5|5.9|44|62|80|22|36|50|14|33|56|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|12.2|19.8|27.4|9.2|14.9|20.5|1|2.4|4.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"22142387"|"65378059"
"H1"||"H"||1||0|||30|||||0|0|0|0|8|15|45|55|80|40|50|75|36|50|70|28|45|55||26.5|||2.1|||3|||4.3|||8.3|||8.8|||53.5||||||||13|20|27||||1|1.5|2||||1.35|1.43|1.5|||||1.61|||14|28|42|0.08|0.1|0.12|||||17.5|||8.2|||26||0|1.5|2.9|24|30|36|6|11|16|0|1|6|".15"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|6.8|10.4|13.9|5.1|7.8|10.5|1|2.4|4.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"22142387"|"65378060"
"H1"||"H"||1||0|||30|||||0|0|0|0|3|5|90|95|100|85|90|100|80|90|100|60|85|90||26.5|||2.1|||3|||4.3|||8.3|||8.8|||53.5||||||||13|20|27||||1|1.5|2||||1.25|1.38|1.5|||||1.49|||14|28|42|0.16|0.2|0.24|||||26.3|||12|||42||0|1.5|2.9|24|30|36|6|11|16|1|8|14|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|6.8|10.4|13.9|5.1|7.8|10.5|1|2.4|4.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"22142390"|"65378066"
"H2"||"H"||2||30|||183|||||0|0|0|0|3|5|90|95|100|85|90|100|80|90|100|70|85|95||17.1|||1.5|||2.1|||2.9|||5.3|||5.3|||27.9||||||||35|55|75||||0|0.25|0.5||||1.2|1.35|1.5|||||1.63|||4|9|14|0.12|0.15|0.18|||||38.1|||27.5|||43||3|4.5|5.9|44|62|80|22|36|50|14|33|56|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|12.2|19.8|27.4|9.2|14.9|20.5|1|2.4|4.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"22142390"|"65378067"
"H1"||"H"||1||0|||30|||||0|0|0|0|3|5|90|95|100|85|90|100|80|90|100|60|85|90||26.5|||2.1|||3|||4.3|||8.3|||8.8|||53.5||||||||13|20|27||||1|1.5|2||||1.25|1.38|1.5|||||1.49|||14|28|42|0.16|0.2|0.24|||||26.3|||12|||42||0|1.5|2.9|24|30|36|6|11|16|1|8|14|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|6.8|10.4|13.9|5.1|7.8|10.5|1|2.4|4.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"22142391"|"65378086"
"H2"||"H"||2||30|||183|||||0|0|0|0|3|5|90|95|100|85|90|100|80|90|100|70|85|95||17.1|||1.5|||2.1|||2.9|||5.3|||5.3|||27.9||||||||35|55|75||||0|0.25|0.5||||1.2|1.35|1.5|||||1.63|||4|9|14|0.12|0.15|0.18|||||38.1|||27.5|||43||3|4.5|5.9|44|62|80|22|36|50|14|33|56|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|12.2|19.8|27.4|9.2|14.9|20.5|1|2.4|4.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"22142391"|"65378087"
"H1"||"H"||1||0|||30|||||0|0|0|0|3|5|90|95|100|85|90|100|80|90|100|60|85|90||26.5|||2.1|||3|||4.3|||8.3|||8.8|||53.5||||||||13|20|27||||1|1.5|2||||1.25|1.38|1.5|||||1.49|||14|28|42|0.16|0.2|0.24|||||26.3|||12|||42||0|1.5|2.9|24|30|36|6|11|16|1|8|14|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|6.8|10.4|13.9|5.1|7.8|10.5|1|2.4|4.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"22142393"|"65378088"
"H2"||"H"||2||30|||183|||||0|0|0|0|3|5|90|95|100|85|90|100|80|90|100|70|85|95||17.1|||1.5|||2.1|||2.9|||5.3|||5.3|||27.9||||||||35|55|75||||0|0.25|0.5||||1.2|1.35|1.5|||||1.63|||4|9|14|0.12|0.15|0.18|||||38.1|||27.5|||43||3|4.5|5.9|44|62|80|22|36|50|14|33|56|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|12.2|19.8|27.4|9.2|14.9|20.5|1|2.4|4.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"22142393"|"65378089"
"H4"||"H"||4||99|||124||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.4|7.7|14|0|0.01|0.01|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"22142395"|"65378093"
"H1"||"H"||1||0|||10|||||0|0|0|0|0|0|60|92|95|55|92|95|45|81|90|34|60|65||41.6|||3.9|||5.4|||7.3|||13|||12|||37.4||||||||15|21|27||||0.5|2.25|4||||1.2|1.3|1.4|||||1.43|||4|9|14|0.12|0.15|0.18|||||27.6|||13|||46||0|1.5|2.9|20|26|31|4|8|10|0|2|4|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|4.9|10.3|15.8|3.7|7.7|11.8|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142395"|"65378090"
"H2"||"H"||2||10|||74|||||0|0|0|5|8|20|65|87|95|65|87|95|60|86|95|52|77|91||17.8|||0.2|||0.4|||1.2|||5.1|||10.9|||54.2||||||||18|28|35||||0|0.25|0.5||||1.2|1.35|1.5|||||1.52|||4|9|14|0.12|0.14|0.16|||||26.7|||13.7|||41||0|1.5|2.9|23|32|38|6|11|14|0|7|13|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|4.5|7.6|9.9|3.4|5.7|7.4|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142395"|"65378091"
"H3"||"H"||3||74|||99|||||0|0|0|20|22|30|30|71|75|30|71|75|25|68|70|23|60|67||20.5|||1.4|||2.1|||1.9|||6.4|||8.7|||54.5||||||||15|25|35||||0|0.25|0.5||||1.2|1.35|1.5|||||1.53|||4|9|14|0.08|0.1|0.12|||||20.5|||9.8|||33||0|1.5|2.9|20|30|38|4|10|14|0|3|8|".20"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|3.8|6.8|9.9|2.8|5.1|7.4|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142395"|"65378092"
"H2"||"H"||2||10|||74|||||0|0|0|5|8|20|65|87|95|65|87|95|60|86|95|52|77|91||17.8|||0.2|||0.4|||1.2|||5.1|||10.9|||54.2||||||||18|28|35||||0|0.25|0.5||||1.2|1.35|1.5|||||1.52|||4|9|14|0.12|0.14|0.16|||||26.7|||13.7|||41||0|1.5|2.9|23|32|38|6|11|14|0|7|13|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|4.5|7.6|9.9|3.4|5.7|7.4|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142396"|"65378094"
"H4"||"H"||4||99|||124||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.4|7.7|14|0|0.01|0.01|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"22142396"|"65378096"
"H3"||"H"||3||74|||99|||||0|0|0|20|22|30|30|71|75|30|71|75|25|68|70|23|60|67||20.5|||1.4|||2.1|||1.9|||6.4|||8.7|||54.5||||||||15|25|35||||0|0.25|0.5||||1.2|1.35|1.5|||||1.53|||4|9|14|0.08|0.1|0.12|||||20.5|||9.8|||33||0|1.5|2.9|20|30|38|4|10|14|0|3|8|".20"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|3.8|6.8|9.9|2.8|5.1|7.4|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142396"|"65378095"
"H1"||"H"||1||0|||10|||||0|0|0|0|0|0|60|92|95|55|92|95|45|81|90|34|60|65||41.6|||3.9|||5.4|||7.3|||13|||12|||37.4||||||||15|21|27||||0.5|2.25|4||||1.2|1.3|1.4|||||1.43|||4|9|14|0.12|0.15|0.18|||||27.6|||13|||46||0|1.5|2.9|20|26|31|4|8|10|0|2|4|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|4.9|10.3|15.8|3.7|7.7|11.8|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142396"|"65378097"
"H1"||"H"||1||0|||46|||||0|0|0|0|0|0|70|85|100|65|80|100|60|75|90|55|60|70||29.3|||2.4|||3.5|||4.8|||9.2|||9.4|||53.7||||||||7|17|27||||1|1.5|2||||1.25|1.4|1.55|||||1.52|||14|28|42|0.11|0.16|0.2|||||23.9|||10.1|||39||0|1.5|2.9|21|31|41|4|11|19|0|4|12|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|4.7|9.3|13.9|3.5|7|10.5|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142398"|"65378101"
"H2"||"H"||2||46|||157|||||0|0|0|0|0|0|80|90|100|75|85|100|75|85|95|70|80|90||5.5|||0.2|||0.3|||0.6|||1.7|||2.7|||47||||||||35|47.5|60||||0|0.25|0.5||||1.35|1.48|1.6|||||1.76|||0.42|0.9|1.4|0.1|0.14|0.17|||||30|||24|||38||6|7.5|8.9|44|56|68|25|34|44|15|28|44|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|12.2|17.2|22.1|9.2|12.9|16.6|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142398"|"65378102"
"H1"||"H"||1||0|||46|||||0|0|0|0|0|0|70|85|100|65|80|100|60|75|90|55|60|70||29.3|||2.4|||3.5|||4.8|||9.2|||9.4|||53.7||||||||7|17|27||||1|1.5|2||||1.25|1.4|1.55|||||1.52|||14|28|42|0.11|0.16|0.2|||||23.9|||10.1|||39||0|1.5|2.9|21|31|41|4|11|19|0|4|12|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|4.7|9.3|13.9|3.5|7|10.5|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142399"|"65378103"
"H2"||"H"||2||46|||157|||||0|0|0|0|0|0|80|90|100|75|85|100|75|85|95|70|80|90||5.5|||0.2|||0.3|||0.6|||1.7|||2.7|||47||||||||35|47.5|60||||0|0.25|0.5||||1.35|1.48|1.6|||||1.76|||0.42|0.9|1.4|0.1|0.14|0.17|||||30|||24|||38||6|7.5|8.9|44|56|68|25|34|44|15|28|44|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|12.2|17.2|22.1|9.2|12.9|16.6|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142399"|"65378104"
"H2"||"H"||2||46|||157|||||0|0|0|0|0|0|80|90|100|75|85|100|75|85|95|70|80|90||5.5|||0.2|||0.3|||0.6|||1.7|||2.7|||47||||||||35|47.5|60||||0|0.25|0.5||||1.35|1.48|1.6|||||1.76|||0.42|0.9|1.4|0.1|0.14|0.17|||||30|||24|||38||6|7.5|8.9|44|56|68|25|34|44|15|28|44|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|12.2|17.2|22.1|9.2|12.9|16.6|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142401"|"65378108"
"H1"||"H"||1||0|||46|||||0|0|0|0|0|0|70|85|100|65|80|100|60|75|90|55|60|70||29.3|||2.4|||3.5|||4.8|||9.2|||9.4|||53.7||||||||7|17|27||||1|1.5|2||||1.25|1.4|1.55|||||1.52|||14|28|42|0.11|0.16|0.2|||||23.9|||10.1|||39||0|1.5|2.9|21|31|41|4|11|19|0|4|12|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|4.7|9.3|13.9|3.5|7|10.5|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22142401"|"65378107"
